K,topic_id,rank,theta,master_id,title,author,year,decade,L1,topic_label
25,15,7,0.1295861679809587,MASTER_00368,Notes on the flora of the W. Ssuch ' uan Mountains,"Ward, F. K.",1916,1910,Natural Sciences,"FREX: infra, jap, shi_king, supra, hai_king, shan_hai, shuo_wen, explains, mao, synonym | Prob: plant, king, leaves, tree, shi, flowers, shu, family, fruit, infra | Representative: Chinese names of plants; Plants from Peitaiho; Java; Contributions from the Herbarium of the Shantung Christian University"
25,15,8,0.0949236975264581,MASTER_00084,Chinese notions about pigeons and doves,"Watters, T.",1867,1860,Anthropology and Social Customs,"FREX: infra, jap, shi_king, supra, hai_king, shan_hai, shuo_wen, explains, mao, synonym | Prob: plant, king, leaves, tree, shi, flowers, shu, family, fruit, infra | Representative: Chinese names of plants; Plants from Peitaiho; Java; Contributions from the Herbarium of the Shantung Christian University"
25,15,9,0.075972023756933,MASTER_00559,Bamboos in China,"Porterfield, W. M.",1931,1930,Natural Sciences,"FREX: infra, jap, shi_king, supra, hai_king, shan_hai, shuo_wen, explains, mao, synonym | Prob: plant, king, leaves, tree, shi, flowers, shu, family, fruit, infra | Representative: Chinese names of plants; Plants from Peitaiho; Java; Contributions from the Herbarium of the Shantung Christian University"
25,15,10,0.0716557853213575,MASTER_00529,Contributions from the Herbarium of the Shantung Christian University,"Jacot, A. P.",1928,1920,Natural Sciences,"FREX: infra, jap, shi_king, supra, hai_king, shan_hai, shuo_wen, explains, mao, synonym | Prob: plant, king, leaves, tree, shi, flowers, shu, family, fruit, infra | Representative: Chinese names of plants; Plants from Peitaiho; Java; Contributions from the Herbarium of the Shantung Christian University"
25,15,11,0.0498844697815653,MASTER_00068,Notes on the opinions of the Chinese with regard to eclipses,"Wylie, A.",1866,1860,Natural Sciences,"FREX: infra, jap, shi_king, supra, hai_king, shan_hai, shuo_wen, explains, mao, synonym | Prob: plant, king, leaves, tree, shi, flowers, shu, family, fruit, infra | Representative: Chinese names of plants; Plants from Peitaiho; Java; Contributions from the Herbarium of the Shantung Christian University"
25,15,12,0.0475144218253385,MASTER_00204,Some additions to my Chinese grammar,"Gabelentz, G. von der",1885,1880,Literature and Language,"FREX: infra, jap, shi_king, supra, hai_king, shan_hai, shuo_wen, explains, mao, synonym | Prob: plant, king, leaves, tree, shi, flowers, shu, family, fruit, infra | Representative: Chinese names of plants; Plants from Peitaiho; Java; Contributions from the Herbarium of the Shantung Christian University"
25,16,1,0.9179115171123688,MASTER_00001,"A Buddhist Shastra , Translated from the Chinese","Edkins, J.",1858,1850,Religion and Philosophy,"FREX: taoism, philosophy, confucianism, giles, tones, teachings, immortality, plato, yang_ming, christ | Prob: book, words, books, nature, art, hsi, mind, things, study, knowledge | Representative: A Buddhist Shastra , Translated from the Chinese; Theistic import of the Sung philosophy, The; Some types of Chinese historical thought; The Comparative study of Chinese dialects"
25,16,2,0.9177211684308896,MASTER_00399,"Theistic import of the Sung philosophy, The","Bruce, J. P.",1918,1910,Religion and Philosophy,"FREX: taoism, philosophy, confucianism, giles, tones, teachings, immortality, plato, yang_ming, christ | Prob: book, words, books, nature, art, hsi, mind, things, study, knowledge | Representative: A Buddhist Shastra , Translated from the Chinese; Theistic import of the Sung philosophy, The; Some types of Chinese historical thought; The Comparative study of Chinese dialects"
25,16,3,0.8935673737706847,MASTER_00534,Some types of Chinese historical thought,Chang Hsin - hai,1929,1920,Geography and Travel,"FREX: taoism, philosophy, confucianism, giles, tones, teachings, immortality, plato, yang_ming, christ | Prob: book, words, books, nature, art, hsi, mind, things, study, knowledge | Representative: A Buddhist Shastra , Translated from the Chinese; Theistic import of the Sung philosophy, The; Some types of Chinese historical thought; The Comparative study of Chinese dialects"
25,16,4,0.8891515960566473,MASTER_00155,The Comparative study of Chinese dialects,"Parker, E. H.",1877,1870,Literature and Language,"FREX: taoism, philosophy, confucianism, giles, tones, teachings, immortality, plato, yang_ming, christ | Prob: book, words, books, nature, art, hsi, mind, things, study, knowledge | Representative: A Buddhist Shastra , Translated from the Chinese; Theistic import of the Sung philosophy, The; Some types of Chinese historical thought; The Comparative study of Chinese dialects"
25,16,5,0.8757780572554791,MASTER_00432,"Christ in the "" Li Tai Shen Hsien T'ung Chien ""","Werner, E. T. C.",1921,1920,Religion and Philosophy,"FREX: taoism, philosophy, confucianism, giles, tones, teachings, immortality, plato, yang_ming, christ | Prob: book, words, books, nature, art, hsi, mind, things, study, knowledge | Representative: A Buddhist Shastra , Translated from the Chinese; Theistic import of the Sung philosophy, The; Some types of Chinese historical thought; The Comparative study of Chinese dialects"
25,16,6,0.8723761067184969,MASTER_00552,The I - Wei a problem in criticism *,"Bruce, P.",1930,1930,Religion and Philosophy,"FREX: taoism, philosophy, confucianism, giles, tones, teachings, immortality, plato, yang_ming, christ | Prob: book, words, books, nature, art, hsi, mind, things, study, knowledge | Representative: A Buddhist Shastra , Translated from the Chinese; Theistic import of the Sung philosophy, The; Some types of Chinese historical thought; The Comparative study of Chinese dialects"
25,16,7,0.8659158553417917,MASTER_00155,The Comparative study of Chinese dialects,"Parker, E. H.",1877,1870,Literature and Language,"FREX: taoism, philosophy, confucianism, giles, tones, teachings, immortality, plato, yang_ming, christ | Prob: book, words, books, nature, art, hsi, mind, things, study, knowledge | Representative: A Buddhist Shastra , Translated from the Chinese; Theistic import of the Sung philosophy, The; Some types of Chinese historical thought; The Comparative study of Chinese dialects"
25,16,8,0.8295521812243346,MASTER_00381,Magical practice in China,"Chatley, H.",1917,1910,Religion and Philosophy,"FREX: taoism, philosophy, confucianism, giles, tones, teachings, immortality, plato, yang_ming, christ | Prob: book, words, books, nature, art, hsi, mind, things, study, knowledge | Representative: A Buddhist Shastra , Translated from the Chinese; Theistic import of the Sung philosophy, The; Some types of Chinese historical thought; The Comparative study of Chinese dialects"
25,16,9,0.8293346733209347,MASTER_00381,Magical practice in China,"Chatley, H.",1917,1910,Religion and Philosophy,"FREX: taoism, philosophy, confucianism, giles, tones, teachings, immortality, plato, yang_ming, christ | Prob: book, words, books, nature, art, hsi, mind, things, study, knowledge | Representative: A Buddhist Shastra , Translated from the Chinese; Theistic import of the Sung philosophy, The; Some types of Chinese historical thought; The Comparative study of Chinese dialects"
25,16,10,0.8153412730649251,MASTER_00566,"Western transcription of Chinese, The","Gardner, C. S.",1931,1930,Literature and Language,"FREX: taoism, philosophy, confucianism, giles, tones, teachings, immortality, plato, yang_ming, christ | Prob: book, words, books, nature, art, hsi, mind, things, study, knowledge | Representative: A Buddhist Shastra , Translated from the Chinese; Theistic import of the Sung philosophy, The; Some types of Chinese historical thought; The Comparative study of Chinese dialects"
25,16,11,0.8108510606541208,MASTER_00495,Notes on Chinese Mohammedan Literature,"Mason, I.",1925,1920,Religion and Philosophy,"FREX: taoism, philosophy, confucianism, giles, tones, teachings, immortality, plato, yang_ming, christ | Prob: book, words, books, nature, art, hsi, mind, things, study, knowledge | Representative: A Buddhist Shastra , Translated from the Chinese; Theistic import of the Sung philosophy, The; Some types of Chinese historical thought; The Comparative study of Chinese dialects"
25,16,12,0.8075274521941957,MASTER_00501,"Yen Hsi Chai, a 17th century philosopher","Freeman, M.",1926,1920,Religion and Philosophy,"FREX: taoism, philosophy, confucianism, giles, tones, teachings, immortality, plato, yang_ming, christ | Prob: book, words, books, nature, art, hsi, mind, things, study, knowledge | Representative: A Buddhist Shastra , Translated from the Chinese; Theistic import of the Sung philosophy, The; Some types of Chinese historical thought; The Comparative study of Chinese dialects"
25,17,1,0.9691160357959344,MASTER_00518,Three score years and ten,"Mason, I.",1928,1920,"Politics, Government, and Law","FREX: magnetic, retrospect, magnetism, british, medical, settlement, hospital, retrospect_events, foreigners, terrestrial | Prob: government, foreign, shanghai, magnetic, british, peking, foreigners, canton, japan, native | Representative: Three score years and ten; Retrospect of events in China and Japan, 1868; Names and nicknames of the Shanghai settlements; Early days of Western medicine in China"
25,17,2,0.936737510466432,MASTER_00097,"Retrospect of events in China and Japan, 1868",Editorial Committee,1868,1860,History and Chronology,"FREX: magnetic, retrospect, magnetism, british, medical, settlement, hospital, retrospect_events, foreigners, terrestrial | Prob: government, foreign, shanghai, magnetic, british, peking, foreigners, canton, japan, native | Representative: Three score years and ten; Retrospect of events in China and Japan, 1868; Names and nicknames of the Shanghai settlements; Early days of Western medicine in China"
25,17,3,0.9042600353735392,MASTER_00420,Names and nicknames of the Shanghai settlements,"Lanning, G.",1920,1920,History and Chronology,"FREX: magnetic, retrospect, magnetism, british, medical, settlement, hospital, retrospect_events, foreigners, terrestrial | Prob: government, foreign, shanghai, magnetic, british, peking, foreigners, canton, japan, native | Representative: Three score years and ten; Retrospect of events in China and Japan, 1868; Names and nicknames of the Shanghai settlements; Early days of Western medicine in China"
25,17,4,0.9021252500619978,MASTER_00420,Names and nicknames of the Shanghai settlements,"Lanning, G.",1920,1920,History and Chronology,"FREX: magnetic, retrospect, magnetism, british, medical, settlement, hospital, retrospect_events, foreigners, terrestrial | Prob: government, foreign, shanghai, magnetic, british, peking, foreigners, canton, japan, native | Representative: Three score years and ten; Retrospect of events in China and Japan, 1868; Names and nicknames of the Shanghai settlements; Early days of Western medicine in China"
25,17,5,0.9001900481140466,MASTER_00557,Early days of Western medicine in China,Wu Lieh - teh,1931,1930,Natural Sciences,"FREX: magnetic, retrospect, magnetism, british, medical, settlement, hospital, retrospect_events, foreigners, terrestrial | Prob: government, foreign, shanghai, magnetic, british, peking, foreigners, canton, japan, native | Representative: Three score years and ten; Retrospect of events in China and Japan, 1868; Names and nicknames of the Shanghai settlements; Early days of Western medicine in China"
25,17,6,0.8894651369605926,MASTER_00086,"Retrospect of events in China and Japan, 1867","Kingsmill, T. W.",1867,1860,History and Chronology,"FREX: magnetic, retrospect, magnetism, british, medical, settlement, hospital, retrospect_events, foreigners, terrestrial | Prob: government, foreign, shanghai, magnetic, british, peking, foreigners, canton, japan, native | Representative: Three score years and ten; Retrospect of events in China and Japan, 1868; Names and nicknames of the Shanghai settlements; Early days of Western medicine in China"
25,17,7,0.8855748707110672,MASTER_00013,On the Study of the Natural Sciences in Japan,"Pompe van Meedervoort, J. L. C.",1859,1850,Education,"FREX: magnetic, retrospect, magnetism, british, medical, settlement, hospital, retrospect_events, foreigners, terrestrial | Prob: government, foreign, shanghai, magnetic, british, peking, foreigners, canton, japan, native | Representative: Three score years and ten; Retrospect of events in China and Japan, 1868; Names and nicknames of the Shanghai settlements; Early days of Western medicine in China"
25,17,8,0.8718889255190635,MASTER_00013,On the Study of the Natural Sciences in Japan,"Pompe van Meedervoort, J. L. C.",1859,1850,Education,"FREX: magnetic, retrospect, magnetism, british, medical, settlement, hospital, retrospect_events, foreigners, terrestrial | Prob: government, foreign, shanghai, magnetic, british, peking, foreigners, canton, japan, native | Representative: Three score years and ten; Retrospect of events in China and Japan, 1868; Names and nicknames of the Shanghai settlements; Early days of Western medicine in China"
25,17,9,0.855152868823005,MASTER_00071,"Retrospect of events in the north of China, 1866","Butcher, C. H.",1866,1860,History and Chronology,"FREX: magnetic, retrospect, magnetism, british, medical, settlement, hospital, retrospect_events, foreigners, terrestrial | Prob: government, foreign, shanghai, magnetic, british, peking, foreigners, canton, japan, native | Representative: Three score years and ten; Retrospect of events in China and Japan, 1868; Names and nicknames of the Shanghai settlements; Early days of Western medicine in China"
25,17,10,0.8519056338484845,MASTER_00055,Retrospect of events in China and Japan,"Kingsmill, T. W.",1864,1860,History and Chronology,"FREX: magnetic, retrospect, magnetism, british, medical, settlement, hospital, retrospect_events, foreigners, terrestrial | Prob: government, foreign, shanghai, magnetic, british, peking, foreigners, canton, japan, native | Representative: Three score years and ten; Retrospect of events in China and Japan, 1868; Names and nicknames of the Shanghai settlements; Early days of Western medicine in China"
25,17,11,0.8290339605968357,MASTER_00004,"On Cyclones , or the Law of Storms","Nicolson, F. W.",1858,1850,Natural Sciences,"FREX: magnetic, retrospect, magnetism, british, medical, settlement, hospital, retrospect_events, foreigners, terrestrial | Prob: government, foreign, shanghai, magnetic, british, peking, foreigners, canton, japan, native | Representative: Three score years and ten; Retrospect of events in China and Japan, 1868; Names and nicknames of the Shanghai settlements; Early days of Western medicine in China"
25,17,12,0.81637735899797,MASTER_00109,"Retrospect of events in China and Japan, 1869, 1870",,1869,1860,History and Chronology,"FREX: magnetic, retrospect, magnetism, british, medical, settlement, hospital, retrospect_events, foreigners, terrestrial | Prob: government, foreign, shanghai, magnetic, british, peking, foreigners, canton, japan, native | Representative: Three score years and ten; Retrospect of events in China and Japan, 1868; Names and nicknames of the Shanghai settlements; Early days of Western medicine in China"
25,18,1,0.9992779594430472,MASTER_00374,Coins of the Republic of China *,"Ros, G.",1917,1910,Arts and Archaeology,"FREX: currency, tael, annam, guild, guilds, silver, obv, dollar, obverse_reverse, thong | Prob: cash, silver, currency, coins, gold, copper, value, reverse, tael, annam | Representative: Coins of the Republic of China *; Scarcity of copper cash and the rise in prices; Currency in China *; Notes on Chinese banking system in Shanghai"
25,18,2,0.9955808131959654,MASTER_00280,Scarcity of copper cash and the rise in prices,"Taylor, F. E.",1896,1890,Arts and Archaeology,"FREX: currency, tael, annam, guild, guilds, silver, obv, dollar, obverse_reverse, thong | Prob: cash, silver, currency, coins, gold, copper, value, reverse, tael, annam | Representative: Coins of the Republic of China *; Scarcity of copper cash and the rise in prices; Currency in China *; Notes on Chinese banking system in Shanghai"
25,18,3,0.9853954881726978,MASTER_00315,Currency in China *,"Morse, H. B.",1907,1900,Arts and Archaeology,"FREX: currency, tael, annam, guild, guilds, silver, obv, dollar, obverse_reverse, thong | Prob: cash, silver, currency, coins, gold, copper, value, reverse, tael, annam | Representative: Coins of the Republic of China *; Scarcity of copper cash and the rise in prices; Currency in China *; Notes on Chinese banking system in Shanghai"
25,18,4,0.9845256106134308,MASTER_00312,Notes on Chinese banking system in Shanghai,"Ferguson, J. C.",1906,1900,"Economy, Trade, and Technology","FREX: currency, tael, annam, guild, guilds, silver, obv, dollar, obverse_reverse, thong | Prob: cash, silver, currency, coins, gold, copper, value, reverse, tael, annam | Representative: Coins of the Republic of China *; Scarcity of copper cash and the rise in prices; Currency in China *; Notes on Chinese banking system in Shanghai"
25,18,5,0.955198468722232,MASTER_00374,Coins of the Republic of China *,"Ros, G.",1917,1910,Arts and Archaeology,"FREX: currency, tael, annam, guild, guilds, silver, obv, dollar, obverse_reverse, thong | Prob: cash, silver, currency, coins, gold, copper, value, reverse, tael, annam | Representative: Coins of the Republic of China *; Scarcity of copper cash and the rise in prices; Currency in China *; Notes on Chinese banking system in Shanghai"
25,18,6,0.9530910466159472,MASTER_00177,Annam and its minor currency,"Toda, E.",1882,1880,Arts and Archaeology,"FREX: currency, tael, annam, guild, guilds, silver, obv, dollar, obverse_reverse, thong | Prob: cash, silver, currency, coins, gold, copper, value, reverse, tael, annam | Representative: Coins of the Republic of China *; Scarcity of copper cash and the rise in prices; Currency in China *; Notes on Chinese banking system in Shanghai"
25,18,7,0.9444415294690516,MASTER_00264,"Coinage of Corea, The *","Gardener, C. T.",1892,1890,Arts and Archaeology,"FREX: currency, tael, annam, guild, guilds, silver, obv, dollar, obverse_reverse, thong | Prob: cash, silver, currency, coins, gold, copper, value, reverse, tael, annam | Representative: Coins of the Republic of China *; Scarcity of copper cash and the rise in prices; Currency in China *; Notes on Chinese banking system in Shanghai"
25,18,8,0.8873285710880591,MASTER_00248,Currency and measures in China,"Morse, H. B.",1889,1880,Arts and Archaeology,"FREX: currency, tael, annam, guild, guilds, silver, obv, dollar, obverse_reverse, thong | Prob: cash, silver, currency, coins, gold, copper, value, reverse, tael, annam | Representative: Coins of the Republic of China *; Scarcity of copper cash and the rise in prices; Currency in China *; Notes on Chinese banking system in Shanghai"
25,18,9,0.7726988064022942,MASTER_00166,Siamese coinage *,"Haas, J.",1879,1870,Arts and Archaeology,"FREX: currency, tael, annam, guild, guilds, silver, obv, dollar, obverse_reverse, thong | Prob: cash, silver, currency, coins, gold, copper, value, reverse, tael, annam | Representative: Coins of the Republic of China *; Scarcity of copper cash and the rise in prices; Currency in China *; Notes on Chinese banking system in Shanghai"
25,18,10,0.7346580273806208,MASTER_00178,The Hoppo - book of 1753,"Hirth, F.",1882,1880,"Politics, Government, and Law","FREX: currency, tael, annam, guild, guilds, silver, obv, dollar, obverse_reverse, thong | Prob: cash, silver, currency, coins, gold, copper, value, reverse, tael, annam | Representative: Coins of the Republic of China *; Scarcity of copper cash and the rise in prices; Currency in China *; Notes on Chinese banking system in Shanghai"
25,18,11,0.7061749502808117,MASTER_00538,"Gold in China : in its historical, practical and financial aspects","Kann, E.",1929,1920,"Economy, Trade, and Technology","FREX: currency, tael, annam, guild, guilds, silver, obv, dollar, obverse_reverse, thong | Prob: cash, silver, currency, coins, gold, copper, value, reverse, tael, annam | Representative: Coins of the Republic of China *; Scarcity of copper cash and the rise in prices; Currency in China *; Notes on Chinese banking system in Shanghai"
25,18,12,0.5671866642393837,MASTER_00217,Chinese guilds or chambers of commerce and trades unions,"Macgowan, D. J.",1886,1880,"Economy, Trade, and Technology","FREX: currency, tael, annam, guild, guilds, silver, obv, dollar, obverse_reverse, thong | Prob: cash, silver, currency, coins, gold, copper, value, reverse, tael, annam | Representative: Coins of the Republic of China *; Scarcity of copper cash and the rise in prices; Currency in China *; Notes on Chinese banking system in Shanghai"
25,19,1,0.998365973934408,MASTER_00048,A Sketch of the Geology of Quang -tung Province,"Kingsmill, T. W.",1865,1860,Natural Sciences,"FREX: coal, limestone, rocks, sandstone, geology, ranges, carboniferous, strata, formation, beds | Prob: coal, feet, river, sea, rocks, mountains, miles, hills, plain, shan | Representative: A Sketch of the Geology of Quang -tung Province; Researches into the geology of Formosa *; Notes on the coal and Iron Ore deposits of Central Shansi; On the geology of the neighbourhood of Nagasaki"
25,19,2,0.998316423409805,MASTER_00181,Researches into the geology of Formosa *,"Kleinwachter, G.",1883,1880,Natural Sciences,"FREX: coal, limestone, rocks, sandstone, geology, ranges, carboniferous, strata, formation, beds | Prob: coal, feet, river, sea, rocks, mountains, miles, hills, plain, shan | Representative: A Sketch of the Geology of Quang -tung Province; Researches into the geology of Formosa *; Notes on the coal and Iron Ore deposits of Central Shansi; On the geology of the neighbourhood of Nagasaki"
25,19,3,0.9981794832038332,MASTER_00181,Researches into the geology of Formosa *,"Kleinwachter, G.",1883,1880,Natural Sciences,"FREX: coal, limestone, rocks, sandstone, geology, ranges, carboniferous, strata, formation, beds | Prob: coal, feet, river, sea, rocks, mountains, miles, hills, plain, shan | Representative: A Sketch of the Geology of Quang -tung Province; Researches into the geology of Formosa *; Notes on the coal and Iron Ore deposits of Central Shansi; On the geology of the neighbourhood of Nagasaki"
25,19,4,0.9975318111019952,MASTER_00443,Notes on the coal and Iron Ore deposits of Central Shansi,"Norin, E.",1922,1920,Natural Sciences,"FREX: coal, limestone, rocks, sandstone, geology, ranges, carboniferous, strata, formation, beds | Prob: coal, feet, river, sea, rocks, mountains, miles, hills, plain, shan | Representative: A Sketch of the Geology of Quang -tung Province; Researches into the geology of Formosa *; Notes on the coal and Iron Ore deposits of Central Shansi; On the geology of the neighbourhood of Nagasaki"
25,19,5,0.9856580892579418,MASTER_00175,On the geology of the neighbourhood of Nagasaki,"Guppy, H. B.",1882,1880,Natural Sciences,"FREX: coal, limestone, rocks, sandstone, geology, ranges, carboniferous, strata, formation, beds | Prob: coal, feet, river, sea, rocks, mountains, miles, hills, plain, shan | Representative: A Sketch of the Geology of Quang -tung Province; Researches into the geology of Formosa *; Notes on the coal and Iron Ore deposits of Central Shansi; On the geology of the neighbourhood of Nagasaki"
25,19,6,0.98046793055335,MASTER_00089,Notes on the coal fields and general geology of the neighbourhood of Nagasaki *,"Kingsmill, T. W.",1868,1860,Natural Sciences,"FREX: coal, limestone, rocks, sandstone, geology, ranges, carboniferous, strata, formation, beds | Prob: coal, feet, river, sea, rocks, mountains, miles, hills, plain, shan | Representative: A Sketch of the Geology of Quang -tung Province; Researches into the geology of Formosa *; Notes on the coal and Iron Ore deposits of Central Shansi; On the geology of the neighbourhood of Nagasaki"
25,19,7,0.9539315170332796,MASTER_00184,Notes on some dikes at the mouth of the Nankow pass *,"Guppy, H. B.",1883,1880,Natural Sciences,"FREX: coal, limestone, rocks, sandstone, geology, ranges, carboniferous, strata, formation, beds | Prob: coal, feet, river, sea, rocks, mountains, miles, hills, plain, shan | Representative: A Sketch of the Geology of Quang -tung Province; Researches into the geology of Formosa *; Notes on the coal and Iron Ore deposits of Central Shansi; On the geology of the neighbourhood of Nagasaki"
25,19,8,0.9516596269020076,MASTER_00185,Samshu - brewing in North China,"Guppy, H. B.",1883,1880,Natural Sciences,"FREX: coal, limestone, rocks, sandstone, geology, ranges, carboniferous, strata, formation, beds | Prob: coal, feet, river, sea, rocks, mountains, miles, hills, plain, shan | Representative: A Sketch of the Geology of Quang -tung Province; Researches into the geology of Formosa *; Notes on the coal and Iron Ore deposits of Central Shansi; On the geology of the neighbourhood of Nagasaki"
25,19,9,0.9415443315327398,MASTER_00067,Notes on some outlying coal-fields in the south-eastern provinces of China,"Kingsmill, T. W.",1865,1860,Natural Sciences,"FREX: coal, limestone, rocks, sandstone, geology, ranges, carboniferous, strata, formation, beds | Prob: coal, feet, river, sea, rocks, mountains, miles, hills, plain, shan | Representative: A Sketch of the Geology of Quang -tung Province; Researches into the geology of Formosa *; Notes on the coal and Iron Ore deposits of Central Shansi; On the geology of the neighbourhood of Nagasaki"
25,19,10,0.8805477471086397,MASTER_00408,Chemical industry in Kwangtung Province,Yan Taz Chiu,1919,1910,Natural Sciences,"FREX: coal, limestone, rocks, sandstone, geology, ranges, carboniferous, strata, formation, beds | Prob: coal, feet, river, sea, rocks, mountains, miles, hills, plain, shan | Representative: A Sketch of the Geology of Quang -tung Province; Researches into the geology of Formosa *; Notes on the coal and Iron Ore deposits of Central Shansi; On the geology of the neighbourhood of Nagasaki"
25,19,11,0.8472115785453204,MASTER_00488,"Springs of Tsinanfu, The","Barbour, G. B.",1925,1920,Natural Sciences,"FREX: coal, limestone, rocks, sandstone, geology, ranges, carboniferous, strata, formation, beds | Prob: coal, feet, river, sea, rocks, mountains, miles, hills, plain, shan | Representative: A Sketch of the Geology of Quang -tung Province; Researches into the geology of Formosa *; Notes on the coal and Iron Ore deposits of Central Shansi; On the geology of the neighbourhood of Nagasaki"
25,19,12,0.7974018310493604,MASTER_00446,"Distribution and habits of the Argali sheep of Central Asia, The *","Sjolander, D.",1922,1920,Natural Sciences,"FREX: coal, limestone, rocks, sandstone, geology, ranges, carboniferous, strata, formation, beds | Prob: coal, feet, river, sea, rocks, mountains, miles, hills, plain, shan | Representative: A Sketch of the Geology of Quang -tung Province; Researches into the geology of Formosa *; Notes on the coal and Iron Ore deposits of Central Shansi; On the geology of the neighbourhood of Nagasaki"
25,20,1,0.9998502743674248,MASTER_00167,Early European researches into the flora of China,"Bretschneider, E.",1880,1880,Natural Sciences,"FREX: lour, china_cochin, linn, danes, tab, foliis, folio, martini, osbeck, chusan | Prob: lour, linn, sin, cochin, canton, tab, plant, china_cochin, plants, folio | Representative: Early European researches into the flora of China; Contribution to the nomenclature of Chinese plants; Chinese names of plants; Bamboos in China"
25,20,2,0.9998460086675596,MASTER_00167,Early European researches into the flora of China,"Bretschneider, E.",1880,1880,Natural Sciences,"FREX: lour, china_cochin, linn, danes, tab, foliis, folio, martini, osbeck, chusan | Prob: lour, linn, sin, cochin, canton, tab, plant, china_cochin, plants, folio | Representative: Early European researches into the flora of China; Contribution to the nomenclature of Chinese plants; Chinese names of plants; Bamboos in China"
25,20,3,0.9714731034578828,MASTER_00317,Contribution to the nomenclature of Chinese plants,"Faber, E.",1907,1900,Natural Sciences,"FREX: lour, china_cochin, linn, danes, tab, foliis, folio, martini, osbeck, chusan | Prob: lour, linn, sin, cochin, canton, tab, plant, china_cochin, plants, folio | Representative: Early European researches into the flora of China; Contribution to the nomenclature of Chinese plants; Chinese names of plants; Bamboos in China"
25,20,4,0.8762121689833903,MASTER_00167,Early European researches into the flora of China,"Bretschneider, E.",1880,1880,Natural Sciences,"FREX: lour, china_cochin, linn, danes, tab, foliis, folio, martini, osbeck, chusan | Prob: lour, linn, sin, cochin, canton, tab, plant, china_cochin, plants, folio | Representative: Early European researches into the flora of China; Contribution to the nomenclature of Chinese plants; Chinese names of plants; Bamboos in China"
25,20,5,0.164648989197063,MASTER_00237,Chinese names of plants,"Henry, A.",1887,1880,Natural Sciences,"FREX: lour, china_cochin, linn, danes, tab, foliis, folio, martini, osbeck, chusan | Prob: lour, linn, sin, cochin, canton, tab, plant, china_cochin, plants, folio | Representative: Early European researches into the flora of China; Contribution to the nomenclature of Chinese plants; Chinese names of plants; Bamboos in China"
25,20,6,0.0646049736287992,MASTER_00559,Bamboos in China,"Porterfield, W. M.",1931,1930,Natural Sciences,"FREX: lour, china_cochin, linn, danes, tab, foliis, folio, martini, osbeck, chusan | Prob: lour, linn, sin, cochin, canton, tab, plant, china_cochin, plants, folio | Representative: Early European researches into the flora of China; Contribution to the nomenclature of Chinese plants; Chinese names of plants; Bamboos in China"
25,20,7,0.0187871777574937,MASTER_00068,Notes on the opinions of the Chinese with regard to eclipses,"Wylie, A.",1866,1860,Natural Sciences,"FREX: lour, china_cochin, linn, danes, tab, foliis, folio, martini, osbeck, chusan | Prob: lour, linn, sin, cochin, canton, tab, plant, china_cochin, plants, folio | Representative: Early European researches into the flora of China; Contribution to the nomenclature of Chinese plants; Chinese names of plants; Bamboos in China"
25,20,8,0.0155717084705943,MASTER_00160,Alligators in China *,"Fauvel, A. A.",1878,1870,Natural Sciences,"FREX: lour, china_cochin, linn, danes, tab, foliis, folio, martini, osbeck, chusan | Prob: lour, linn, sin, cochin, canton, tab, plant, china_cochin, plants, folio | Representative: Early European researches into the flora of China; Contribution to the nomenclature of Chinese plants; Chinese names of plants; Bamboos in China"
25,20,9,0.0105337975393935,MASTER_00251,Notes on the Nestorians in China,"Parker, E. H.",1889,1880,Religion and Philosophy,"FREX: lour, china_cochin, linn, danes, tab, foliis, folio, martini, osbeck, chusan | Prob: lour, linn, sin, cochin, canton, tab, plant, china_cochin, plants, folio | Representative: Early European researches into the flora of China; Contribution to the nomenclature of Chinese plants; Chinese names of plants; Bamboos in China"
25,20,10,0.0073375680489263,MASTER_00178,The Hoppo - book of 1753,"Hirth, F.",1882,1880,"Politics, Government, and Law","FREX: lour, china_cochin, linn, danes, tab, foliis, folio, martini, osbeck, chusan | Prob: lour, linn, sin, cochin, canton, tab, plant, china_cochin, plants, folio | Representative: Early European researches into the flora of China; Contribution to the nomenclature of Chinese plants; Chinese names of plants; Bamboos in China"
25,20,11,0.0061676720819385,MASTER_00020,Cotton in China,"Robertson, D. B.",1859,1850,Natural Sciences,"FREX: lour, china_cochin, linn, danes, tab, foliis, folio, martini, osbeck, chusan | Prob: lour, linn, sin, cochin, canton, tab, plant, china_cochin, plants, folio | Representative: Early European researches into the flora of China; Contribution to the nomenclature of Chinese plants; Chinese names of plants; Bamboos in China"
25,20,12,0.0056310248245809,MASTER_00309,Java,"Mencarini, J.",1905,1900,Geography and Travel,"FREX: lour, china_cochin, linn, danes, tab, foliis, folio, martini, osbeck, chusan | Prob: lour, linn, sin, cochin, canton, tab, plant, china_cochin, plants, folio | Representative: Early European researches into the flora of China; Contribution to the nomenclature of Chinese plants; Chinese names of plants; Bamboos in China"
25,21,1,0.9996775598924018,MASTER_00326,"Music of China, The *","Kingsmill, T. W.",1910,1910,Arts and Archaeology,"FREX: musical_instruments, chinese_musical, chinese_musical_instruments, musical, instrument, leaflets, instruments, holes, slender, ovate | Prob: inches, instruments, leaves, length, instrument, musical, bamboo, species, flowers, diameter | Representative: Music of China, The *; Then and now; The Family names; Oribatoidea Sinensis, Part III"
